letter,error,position,length
J,56,2880,2000
Z,53,3200,2000
W,51,0,2000
A,66,160,2000
B,45,2560,2000
C,80,1760,2000
D,45,3680,2000
E,32,2400,2000
F,80,1920,2000
G,47,2720,2000
H,44,3040,2000
I,80,640,2000
J,80,1120,2000
K,48,3200,2000
L,0,-1,2000
M,80,1600,2000
N,41,2880,2000
O,35,2080,2000
P,47,2240,2000
Q,80,320,2000
R,80,960,2000
S,44,3520,2000
T,80,1440,2000
U,80,480,2000
V,52,3360,2000
W,51,0,2000
X,80,800,2000
Y,80,1280,2000
Z,45,3840,2000
W,79,0,2000
M,79,160,2000
T,79,640,2000
C,54,2560,2000
S,78,0,2000
D,51,160,2000
J,79,320,2000
O,66,640,2000
U,79,800,2000
A,36,-1,2000
T,32,1760,2000
L,112,0,2000
E,103,160,2000
T,80,2560,2000
A,74,1280,2000
O,47,1760,2000
I,39,960,2000
N,37,3680,2000
S,29,1600,2000
R,16,800,2000
H,15,3200,2000
D,7,1920,2000
C,3,3040,2000
U,4,2880,2000
M,8,3520,2000
W,33,640,2000
F,46,-1,2000
G,35,3360,2000
Y,39,2080,2000
P,46,320,2000
B,47,2400,2000
V,53,480,2000
K,54,3840,2000
X,56,2720,2000
J,71,1120,2000
Q,72,2240,2000
Z,80,1440,2000
I,221,0,2000
A,87,3040,2000
T,69,2240,2000
O,35,1920,2000
N,19,640,2000
E,96,-1,2000
S,2,960,2000
R,1,320,2000
L,3,2080,2000
U,17,3840,2000
D,25,1600,2000
C,26,2880,2000
H,30,2720,2000
M,39,1120,2000
Y,43,2560,2000
P,47,160,2000
F,51,1760,2000
G,52,480,2000
V,53,3520,2000
B,59,800,2000
W,63,1440,2000
K,64,3680,2000
Z,65,3200,2000
X,66,3360,2000
J,70,1280,2000
Q,72,2400,2000
Q,20,0,2000
A,80,1120,2000
Z,80,480,2000
E,80,640,2000
R,80,1440,2000
T,80,320,2000
Y,80,960,2000
U,80,1920,2000
I,80,1760,2000
O,80,1600,2000
P,20,2400,2000
S,20,3200,2000
D,20,3840,2000
F,80,1280,2000
G,20,2240,2000
H,20,2080,2000
J,20,3520,2000
K,80,800,2000
L,20,3680,2000
M,20,3360,2000
N,20,2880,2000
B,20,2720,2000
V,0,-1,2000
C,20,3040,2000
X,20,2560,2000
W,80,160,2000
A,19,160,2000
E,2,2080,2000
H,31,2720,2000
I,80,640,2000
K,45,3040,2000
L,38,2880,2000
M,80,960,2000
N,27,3200,2000
O,23,3680,2000
P,43,3360,2000
Q,34,3840,2000
R,22,2400,2000
S,9,3520,2000
T,0,-1,2000
U,80,1280,2000
V,80,1920,2000
W,80,800,2000
X,51,2240,2000
Y,42,2560,2000
J,26,0,2000
T,6,160,2000
E,17,2240,2000
T,28,0,2000
A,31,480,2000
N,15,320,2000
I,28,1600,2000
O,7,3360,2000
S,5,2400,2000
R,12,2560,2000
D,21,2720,2000
E,7,1280,2000
C,31,3040,2000
L,41,-1,2000
U,30,3840,2000
H,44,160,2000
F,38,3680,2000
P,31,2240,2000
M,57,1760,2000
V,43,3200,2000
G,52,1920,2000
Y,67,960,2000
B,33,2080,2000
K,40,2880,2000
Q,41,3520,2000
W,70,800,2000
X,75,640,2000
Z,78,1120,2000
J,74,1440,2000
L,29,0,2000
C,23,3520,2000
U,34,3360,2000
T,3,2080,2000
E,9,2240,2000
A,18,3680,2000
Y,34,2400,2000
O,35,2560,2000
N,28,3040,2000
V,34,3200,2000
P,34,2880,2000
M,80,320,2000
D,80,1280,2000
G,80,640,2000
S,80,800,2000
F,80,960,2000
H,80,160,2000
I,80,480,2000
W,0,-1,2000
R,80,1440,2000
B,22,3840,2000
J,34,2720,2000
R,43,0,2000
A,29,2080,2000
I,4,2560,2000
E,9,3840,2000
O,51,-1,2000
T,10,1120,2000
N,18,1280,2000
S,35,960,2000
L,38,160,2000
C,42,1920,2000
U,46,3680,2000
D,32,3040,2000
P,43,2880,2000
M,61,640,2000
H,33,2720,2000
G,64,1760,2000
Y,66,320,2000
B,45,2400,2000
V,71,480,2000
F,72,1440,2000
K,73,1600,2000
W,54,3200,2000
Z,54,3520,2000
X,57,3360,2000
J,79,800,2000
Q,48,2240,2000
K,70,0,2000
U,78,160,2000
Q,79,480,2000
O,39,0,2000
Z,80,160,2000
Y,42,2400,2000
X,44,2880,2000
W,80,480,2000
V,45,3520,2000
U,0,-1,2000
T,80,1600,2000
S,28,2080,2000
R,25,2720,2000
Q,80,1440,2000
P,80,320,2000
N,31,3840,2000
M,80,1760,2000
L,29,3680,2000
K,80,800,2000
J,42,3040,2000
I,32,2560,2000
H,80,1120,2000
G,80,1280,2000
F,80,1920,2000
E,80,640,2000
D,34,3360,2000
C,80,960,2000
B,43,3200,2000
A,39,2240,2000
N,29,0,2000
I,62,160,2000
D,65,320,2000
A,48,640,2000
T,16,3360,2000
S,33,3200,2000
E,5,3040,2000
R,31,3840,2000
L,70,1440,2000
C,41,3520,2000
U,56,2880,2000
F,54,3680,2000
H,43,2720,2000
M,49,2400,2000
W,52,2560,2000
O,72,1280,2000
J,48,2080,2000
K,51,2240,2000
P,69,1920,2000
V,79,800,2000
Y,80,480,2000
G,73,960,2000
B,77,1760,2000
Z,80,1600,2000
X,0,-1,2000
Q,80,1120,2000
I,70,0,2000
C,75,320,2000
A,46,2400,2000
E,12,3840,2000
K,60,2560,2000
L,51,3520,2000
N,2,-1,2000
O,48,3680,2000
P,59,2880,2000
R,45,2080,2000
S,46,2720,2000
T,78,1120,2000
U,79,1760,2000
Q,70,0,2000
E,17,160,2000
A,39,320,2000
I,31,3520,2000
L,38,2720,2000
O,33,960,2000
U,65,640,2000
N,41,2080,2000
T,28,3200,2000
R,42,3040,2000
S,26,-1,2000
M,51,3360,2000
P,51,2400,2000
D,30,3840,2000
F,52,2560,2000
H,48,2880,2000
G,49,3680,2000
W,53,2240,2000
Y,76,1120,2000
C,70,1280,2000
B,74,1760,2000
B,87,0,2000
I,222,160,2000
E,209,2240,2000
A,29,3040,2000
S,44,3200,2000
T,71,2560,2000
R,74,3680,2000
U,14,2400,2000
M,4,2880,2000
C,1,800,2000
H,56,3840,2000
D,22,0,2000
O,12,160,2000
E,43,3360,2000
T,21,320,2000
A,33,960,2000
H,28,640,2000
N,29,480,2000
I,22,3200,2000
S,31,1120,2000
R,19,2080,2000
U,33,2240,2000
Y,41,2880,2000
C,41,3520,2000
L,51,1600,2000
M,44,3040,2000
W,43,3680,2000
F,18,-1,2000
G,65,1280,2000
P,50,2560,2000
B,69,1440,2000
V,72,1920,2000
K,72,800,2000
X,66,2720,2000
J,61,2400,2000
Q,78,1760,2000
Z,78,3840,2000
F,56,0,2000
L,79,160,2000
E,70,480,2000
D,42,3520,2000
O,70,960,2000
N,68,1760,2000
T,63,1920,2000
I,71,1120,2000
P,42,2080,2000
A,16,-1,2000
R,38,3040,2000
S,65,1280,2000
C,37,3360,2000
M,46,3840,2000
U,78,1600,2000
Y,79,1440,2000
K,46,3200,2000
B,50,3680,2000
V,53,2560,2000
W,48,2880,2000
Z,41,2240,2000
X,54,2720,2000
G,78,320,2000
H,72,800,2000
Q,45,2400,2000
M,41,0,2000
V,79,160,2000
D,79,480,2000
S,38,2080,2000
R,44,2240,2000
L,44,2400,2000
A,38,2560,2000
G,50,2720,2000
I,50,2880,2000
O,44,3040,2000
N,44,3200,2000
Y,44,3360,2000
W,44,3520,2000
Z,44,3680,2000
F,44,3840,2000
N,77,0,2000
H,58,160,2000
T,12,320,2000
S,24,3840,2000
R,12,2880,2000
I,6,2400,2000
A,9,3040,2000
E,3,3360,2000
L,47,1280,2000
O,34,1120,2000
D,23,3680,2000
U,46,3520,2000
C,59,1440,2000
W,40,2240,2000
M,42,1920,2000
P,43,2560,2000
F,68,640,2000
G,69,1760,2000
V,41,2080,2000
K,44,3200,2000
Y,75,960,2000
X,45,2720,2000
B,73,480,2000
J,1,-1,2000
Q,79,1600,2000
Z,80,800,2000
X,61,0,2000
V,80,160,2000
U,80,1760,2000
T,80,960,2000
S,24,2720,2000
R,80,640,2000
Q,80,1440,2000
P,31,2400,2000
O,80,320,2000
N,0,-1,2000
M,43,2560,2000
L,80,800,2000
K,39,3040,2000
J,39,2240,2000
I,44,3360,2000
H,42,2880,2000
G,80,480,2000
F,80,1920,2000
E,29,3680,2000
D,80,1280,2000
C,43,3520,2000
B,43,3840,2000
A,80,1600,2000
Z,39,3200,2000
Y,80,1120,2000
W,42,2080,2000
V,80,160,2000
U,80,1760,2000
W,60,0,2000
X,80,160,2000
Y,44,3360,2000
Z,80,1760,2000
U,60,0,2000
F,45,160,2000
R,52,320,2000
C,56,2720,2000
H,56,2880,2000
D,56,3040,2000
B,38,3200,2000
P,4,3360,2000
G,28,3520,2000
Y,22,3680,2000
L,22,3840,2000
V,16,2240,2000
Z,16,2400,2000
K,2,2560,2000
S,36,1920,2000
T,48,640,2000
M,50,1280,2000
W,56,1120,2000
N,58,1440,2000
I,60,800,2000
A,18,-1,2000
O,40,2080,2000
Y,70,0,2000
X,80,160,2000
W,55,3040,2000
V,80,1600,2000
U,55,2080,2000
T,55,3200,2000
S,55,2400,2000
R,55,3360,2000
Q,80,480,2000
P,55,2720,2000
O,55,3680,2000
N,55,2240,2000
M,80,320,2000
L,80,1280,2000
K,0,-1,2000
J,80,1920,2000
I,80,960,2000
H,80,1440,2000
G,55,2880,2000
F,80,640,2000
E,80,1760,2000
D,55,2560,2000
C,55,3520,2000
B,80,800,2000
A,80,1120,2000
Z,55,3840,2000
Q,50,0,2000
A,28,2400,2000
J,32,2560,2000
H,32,2720,2000
M,32,2880,2000
V,32,3040,2000
T,32,3200,2000
G,32,3360,2000
U,32,3520,2000
D,32,3680,2000
R,32,3840,2000
S,32,2240,2000
F,32,2080,2000
L,80,320,2000
P,80,1440,2000
I,80,960,2000
B,0,-1,2000
C,80,1120,2000
N,80,640,2000
E,80,480,2000
O,80,160,2000
K,80,1280,2000
W,80,1600,2000
X,80,1920,2000
Y,80,800,2000
Z,80,1760,2000
X,49,0,2000
Q,80,160,2000
P,80,320,2000
T,106,3040,2000
H,95,3200,2000
G,80,960,2000
U,80,800,2000
I,73,2080,2000
M,80,480,2000
O,0,-1,2000
S,80,640,2000
A,80,1600,2000
D,145,3360,2000
F,109,2720,2000
E,118,2880,2000
K,82,2560,2000
R,82,3680,2000
C,73,3840,2000
L,80,1120,2000
B,80,1920,2000
N,73,2400,2000
Z,82,3520,2000
W,73,2240,2000
V,80,1280,2000
Y,80,1760,2000
J,80,1440,2000
Z,54,0,2000
H,79,160,2000
Y,54,2080,2000
X,54,3680,2000
W,54,3520,2000
U,54,3360,2000
T,54,2400,2000
S,80,960,2000
R,80,320,2000
Q,80,1120,2000
P,80,1920,2000
O,80,1760,2000
N,80,640,2000
M,54,3040,2000
L,54,2880,2000
K,80,1440,2000
J,0,-1,2000
I,54,2560,2000
G,80,1600,2000
F,54,2240,2000
E,28,3840,2000
D,54,3200,2000
C,54,2720,2000
B,80,1280,2000
A,80,480,2000
R,29,0,2000
K,77,160,2000
A,23,1280,2000
L,38,480,2000
C,52,1920,2000
T,2,3040,2000
V,17,2880,2000
I,44,320,2000
Y,32,3520,2000
H,7,2080,2000
E,10,3840,2000
N,34,1440,2000
F,32,2400,2000
G,29,2720,2000
S,32,1600,2000
D,11,2560,2000
M,38,3680,2000
B,29,2240,2000
P,38,3200,2000
W,41,3360,2000
O,47,1760,2000
S,57,0,2000
A,22,3680,2000
D,31,3520,2000
C,34,3200,2000
I,38,3360,2000
W,38,3840,2000
T,42,2880,2000
B,43,2720,2000
J,44,2400,2000
X,44,2560,2000
V,45,2240,2000
F,48,2080,2000
Q,49,3040,2000
O,51,1920,2000
E,52,1600,2000
H,53,1760,2000
M,54,480,2000
L,56,1120,2000
P,57,640,2000
U,22,-1,2000
Y,59,160,2000
R,61,800,2000
N,63,320,2000
G,65,1280,2000
D,0,0,2000
A,68,160,2000
I,74,480,2000
J,21,2240,2000
O,8,2080,2000
P,31,2880,2000
Q,78,800,2000
S,32,2560,2000
T,17,3520,2000
U,46,3040,2000
V,80,1280,2000
W,80,1760,2000
X,80,320,2000
Y,45,3200,2000
Z,39,3840,2000
C,34,2400,2000
E,58,640,2000
F,72,1920,2000
G,32,2720,2000
H,63,1120,2000
K,41,3680,2000
L,69,1440,2000
M,70,960,2000
N,21,3360,2000
R,54,1600,2000
D,107,0,2000
A,15,2080,2000
E,16,3200,2000
T,17,2880,2000
I,43,800,2000
O,28,2240,2000
N,40,3360,2000
S,45,960,2000
R,31,2560,2000
H,34,3680,2000
L,49,1120,2000
U,42,3840,2000
C,51,1760,2000
M,43,2400,2000
Y,62,480,2000
F,63,160,2000
W,67,1280,2000
G,62,1920,2000
P,65,1440,2000
B,70,640,2000
V,54,3040,2000
K,52,2720,2000
X,76,1600,2000
J,2,-1,2000
Q,78,320,2000
Z,76,3520,2000
H,48,0,2000
B,80,160,2000
C,44,3360,2000
D,44,3200,2000
E,32,2400,2000
F,44,3040,2000
G,80,1600,2000
I,32,2880,2000
J,80,640,2000
K,80,1920,2000
L,32,3680,2000
M,80,960,2000
N,80,1760,2000
O,80,1280,2000
P,0,-1,2000
Q,80,320,2000
R,80,800,2000
S,80,1440,2000
T,32,2560,2000
U,80,480,2000
V,80,1120,2000
W,32,2080,2000
X,32,3520,2000
Y,32,2720,2000
Z,32,2240,2000
C,42,0,2000
J,26,2080,2000
Y,80,160,2000
H,23,2400,2000
U,80,640,2000
I,19,3840,2000
K,80,1440,2000
V,41,2560,2000
M,29,2240,2000
L,80,320,2000
T,80,1760,2000
E,26,2880,2000
N,29,2720,2000
O,32,3040,2000
A,8,3200,2000
B,35,3360,2000
S,11,3520,2000
D,17,3680,2000
R,80,960,2000
P,80,480,2000
F,80,1280,2000
G,80,1120,2000
W,80,1600,2000
X,80,1920,2000
Q,80,800,2000
Z,0,-1,2000
H,41,0,2000
J,80,160,2000
K,62,2400,2000
L,80,640,2000
M,55,2240,2000
N,80,800,2000
O,80,1120,2000
P,54,3360,2000
Q,80,480,2000
R,80,1920,2000
S,53,2080,2000
T,80,320,2000
U,59,2720,2000
V,57,3200,2000
W,55,2560,2000
X,80,1600,2000
Y,0,-1,2000
Z,41,3840,2000
F,61,0,2000
Y,80,160,2000
U,56,2080,2000
V,57,2240,2000
W,55,2880,2000
X,80,1440,2000
G,49,2400,2000
H,80,480,2000
I,54,3040,2000
J,52,3520,2000
K,52,2720,2000
L,53,3200,2000
M,51,3840,2000
N,80,320,2000
O,80,1120,2000
P,55,3360,2000
Q,80,1760,2000
R,80,640,2000
S,49,3680,2000
T,80,1280,2000
E,38,2560,2000
A,80,1920,2000
B,80,800,2000
C,0,-1,2000
D,80,960,2000
U,169,0,2000
E,100,2400,2000
A,83,1280,2000
O,77,160,2000
I,58,320,2000
N,36,800,2000
S,28,3040,2000
R,19,2560,2000
T,13,1760,2000
L,11,3200,2000
D,2,2720,2000
C,6,2880,2000
H,11,3360,2000
M,22,480,2000
G,25,3520,2000
P,28,3840,2000
W,31,2240,2000
Y,40,640,2000
F,45,1920,2000
B,49,3680,2000
V,55,1440,2000
K,65,1120,2000
Z,68,2080,2000
J,72,960,2000
X,6,-1,2000
Q,78,1600,2000
K,50,0,2000
Z,80,160,2000
J,80,960,2000
Q,80,1760,2000
V,80,480,2000
B,80,1120,2000
F,80,1280,2000
H,80,1920,2000
G,205,3200,2000
D,90,3360,2000
A,10,3520,2000
C,55,3680,2000
T,145,3840,2000
U,35,2880,2000
M,20,2720,2000
I,35,2560,2000
N,20,2400,2000
X,35,2240,2000
Y,35,2080,2000
W,80,800,2000
E,0,-1,2000
S,80,1440,2000
R,80,640,2000
O,80,1600,2000
L,80,320,2000
P,55,3040,2000
U,46,0,2000
C,23,160,2000
L,28,2240,2000
P,32,2080,2000
M,16,2720,2000
K,8,2400,2000
Z,8,2560,2000
D,8,3040,2000
H,28,3360,2000
N,16,3520,2000
O,16,3680,2000
A,52,3840,2000
I,8,3200,2000
S,8,2880,2000
T,44,1760,2000
E,32,960,2000
B,20,0,2000
V,80,160,2000
K,80,320,2000
F,80,800,2000
N,80,1600,2000
E,80,480,2000
T,80,960,2000
S,80,640,2000
Y,80,1120,2000
Z,80,1280,2000
X,80,1440,2000
O,0,-1,2000
W,20,2080,2000
I,20,2560,2000
J,80,1920,2000
M,20,2720,2000
A,20,2400,2000
C,20,2880,2000
G,20,3200,2000
H,20,3040,2000
L,20,3520,2000
P,20,3680,2000
Q,20,3360,2000
U,20,2240,2000
D,20,3840,2000
A,53,0,2000
B,52,2400,2000
C,51,3200,2000
D,54,2880,2000
E,80,1280,2000
F,49,3680,2000
G,53,2560,2000
H,0,-1,2000
I,49,3520,2000
J,51,2720,2000
K,80,800,2000
L,80,1120,2000
M,80,640,2000
N,80,1920,2000
O,80,1600,2000
P,80,960,2000
Q,80,1440,2000
R,80,160,2000
S,46,2240,2000
T,43,2080,2000
U,80,480,2000
V,80,320,2000
W,52,3360,2000
X,51,3840,2000
Y,80,1760,2000
Z,53,3040,2000
Y,29,0,2000
E,50,160,2000
T,53,2080,2000
A,54,1120,2000
O,56,320,2000
I,56,3200,2000
N,57,1280,2000
S,59,960,2000
R,61,1600,2000
H,62,1920,2000
L,62,3360,2000
D,65,2400,2000
C,65,3840,2000
U,66,2560,2000
M,67,1440,2000
W,69,2880,2000
F,70,3040,2000
G,70,2240,2000
P,9,-1,2000
B,71,3680,2000
V,72,2720,2000
K,74,800,2000
X,75,1760,2000
Q,78,640,2000
Z,78,3520,2000
