letter,error,position,length
B,45,760,500
P,50,800,500
C,55,840,500
F,50,880,500
X,30,920,500
T,75,960,500
L,2,0,500
W,0,40,500
J,4,80,500
U,4,120,500
B,25,160,500
N,40,200,500
S,40,240,500
H,50,280,500
I,64,320,500
T,79,360,500
G,34,400,500
Z,46,440,500
A,46,480,500
F,61,520,500
P,52,560,500
Q,52,600,500
C,70,640,500
X,64,680,500
R,79,720,500
K,64,760,500
Y,58,800,500
D,55,840,500
V,55,880,500
O,85,920,500
M,70,960,500
W,0,0,500
R,10,40,500
J,0,80,500
E,20,120,500
Y,10,160,500
K,10,200,500
B,20,240,500
D,30,280,500
A,70,320,500
Z,30,360,500
F,40,400,500
N,60,440,500
I,40,480,500
Q,30,520,500
U,20,560,500
X,40,600,500
P,20,640,500
S,40,680,500
G,40,720,500
V,30,760,500
C,10,800,500
T,70,840,500
H,50,880,500
O,30,920,500
L,40,960,500
F,2,0,500
H,2,40,500
Y,4,80,500
X,0,120,500
L,0,160,500
T,22,200,500
O,20,240,500
B,52,280,500
A,40,320,500
E,44,360,500
J,22,400,500
Q,18,440,500
G,32,480,500
M,36,520,500
N,64,560,500
U,30,600,500
P,26,640,500
D,28,680,500
C,4,720,500
V,40,760,500
I,58,800,500
W,48,840,500
R,28,880,500
S,44,920,500
K,8,960,500
Y,0,0,500
P,0,40,500
G,1,80,500
X,0,120,500
O,2,160,500
J,2,200,500
B,3,240,500
S,9,280,500
I,5,320,500
Q,5,360,500
N,9,400,500
D,5,440,500
C,6,480,500
R,6,520,500
M,5,560,500
L,7,600,500
W,8,640,500
K,8,680,500
U,8,720,500
T,10,760,500
E,17,800,500
H,12,840,500
F,6,880,500
V,6,920,500
Z,6,960,500
A,11,760,500
B,11,920,500
C,11,440,500
D,9,640,500
E,2,680,500
F,2,120,500
G,1,400,500
H,10,960,500
I,5,800,500
J,2,520,500
K,1,160,500
L,3,320,500
M,6,600,500
N,6,280,500
O,0,40,500
P,1,200,500
Q,7,840,500
R,9,480,500
S,5,880,500
T,5,720,500
U,1,560,500
W,11,240,500
X,5,360,500
Y,13,80,500
Z,0,0,500
B,0,0,500
C,0,40,500
Q,0,80,500
W,0,120,500
T,0,160,500
Y,0,200,500
P,0,240,500
H,0,280,500
A,0,320,500
Z,0,360,500
O,0,400,500
I,0,440,500
R,0,480,500
V,0,520,500
G,0,560,500
L,0,600,500
N,0,640,500
J,0,680,500
U,0,720,500
D,0,760,500
S,0,800,500
M,0,840,500
E,0,880,500
F,0,920,500
X,0,960,500
W,2,0,500
T,14,40,500
I,6,80,500
K,6,120,500
P,8,160,500
J,25,200,500
Q,23,240,500
D,27,280,500
G,25,320,500
H,33,360,500
C,15,400,500
S,45,440,500
L,20,480,500
V,41,520,500
Y,15,560,500
Z,4,600,500
A,37,640,500
N,26,680,500
M,18,720,500
E,27,760,500
R,22,800,500
U,20,840,500
X,6,880,500
B,18,920,500
O,28,960,500
P,0,0,500
O,20,40,500
G,20,80,500
R,20,120,500
F,25,160,500
Z,30,200,500
C,15,240,500
V,25,280,500
N,45,320,500
K,25,360,500
I,50,400,500
B,20,440,500
E,35,480,500
D,35,520,500
X,40,560,500
H,50,600,500
A,30,640,500
Y,45,680,500
T,45,720,500
J,40,760,500
L,45,800,500
Q,25,840,500
W,30,880,500
M,35,920,500
S,50,960,500
W,2,0,500
R,17,40,500
A,15,80,500
C,28,120,500
E,34,160,500
Q,8,200,500
L,26,240,500
O,54,280,500
D,38,320,500
F,12,360,500
Z,14,400,500
S,66,440,500
M,32,480,500
I,76,520,500
J,43,560,500
K,52,600,500
G,44,640,500
B,38,680,500
T,27,720,500
V,31,760,500
H,42,800,500
P,33,840,500
N,48,880,500
Y,32,920,500
U,59,960,500
H,1,0,500
T,14,40,500
N,17,80,500
Q,2,120,500
G,1,160,500
U,2,200,500
X,6,240,500
D,31,280,500
O,29,320,500
Z,13,360,500
M,19,400,500
E,13,440,500
W,15,480,500
R,22,520,500
B,33,560,500
L,7,600,500
P,15,640,500
V,16,680,500
Y,18,720,500
S,24,760,500
A,13,800,500
I,29,840,500
C,18,880,500
J,9,920,500
F,11,960,500
P,0,0,500
S,0,40,500
J,10,80,500
Y,5,120,500
B,5,160,500
K,10,200,500
N,20,240,500
T,30,280,500
Z,20,320,500
C,25,360,500
O,30,400,500
A,25,440,500
E,45,480,500
W,35,520,500
U,25,560,500
R,30,600,500
M,30,640,500
V,35,680,500
G,30,720,500
Q,30,760,500
D,25,800,500
I,35,840,500
L,50,880,500
X,25,920,500
F,35,960,500
V,0,0,500
X,15,40,500
I,30,80,500
Y,25,120,500
T,45,160,500
R,55,200,500
C,45,240,500
K,45,280,500
U,50,320,500
E,55,360,500
Q,15,400,500
J,25,440,500
W,25,480,500
F,50,520,500
N,40,560,500
L,55,600,500
S,70,640,500
O,50,680,500
B,35,720,500
M,65,760,500
H,65,800,500
P,45,840,500
A,45,880,500
D,30,920,500
G,30,960,500
Q,1,0,500
L,25,40,500
R,24,80,500
H,35,120,500
J,38,160,500
F,43,200,500
G,44,240,500
Z,17,280,500
W,25,320,500
O,46,360,500
S,36,400,500
K,48,440,500
X,21,480,500
I,40,520,500
C,29,560,500
V,29,600,500
N,50,640,500
Y,17,680,500
B,27,720,500
A,19,760,500
T,44,800,500
E,28,840,500
D,38,880,500
P,34,920,500
M,53,960,500
C,2,0,500
F,0,40,500
R,0,80,500
M,0,120,500
Z,0,160,500
O,10,200,500
L,10,240,500
K,10,280,500
V,20,320,500
X,20,360,500
E,30,400,500
W,40,440,500
Y,40,480,500
D,50,520,500
J,50,560,500
H,60,600,500
B,70,640,500
N,90,680,500
A,110,720,500
P,120,760,500
S,130,800,500
I,140,840,500
T,140,880,500
U,140,920,500
G,140,960,500
A,28,800,500
B,2,200,500
C,2,0,500
D,12,560,500
F,13,600,500
G,40,160,500
H,36,760,500
I,6,960,500
J,19,880,500
K,19,240,500
L,26,640,500
M,19,840,500
N,47,520,500
O,16,40,500
P,15,720,500
Q,3,440,500
R,10,80,500
S,19,920,500
T,26,480,500
U,23,400,500
V,18,280,500
W,20,360,500
X,11,320,500
Y,26,120,500
Z,19,680,500
K,2,0,500
J,0,40,500
P,6,80,500
V,4,120,500
N,4,160,500
L,18,200,500
W,12,240,500
E,30,280,500
Y,15,320,500
G,28,360,500
D,4,400,500
O,0,440,500
Q,5,480,500
T,21,520,500
H,32,560,500
R,11,600,500
A,26,640,500
S,26,680,500
I,15,720,500
U,6,760,500
B,4,800,500
M,11,840,500
F,2,880,500
C,7,920,500
Z,4,960,500
P,0,0,500
E,0,40,500
I,40,80,500
H,30,120,500
M,40,160,500
J,50,200,500
F,40,240,500
N,60,280,500
L,50,320,500
V,40,360,500
D,30,400,500
S,40,440,500
O,50,480,500
R,110,520,500
X,10,560,500
T,120,600,500
A,60,640,500
Y,20,680,500
Q,20,720,500
B,70,760,500
U,30,800,500
W,40,840,500
Z,30,880,500
K,40,920,500
G,50,960,500
V,2,0,500
U,4,40,500
W,25,80,500
T,27,120,500
Y,22,160,500
P,39,200,500
X,46,240,500
N,48,280,500
F,21,320,500
Z,15,360,500
S,25,400,500
M,25,440,500
J,50,480,500
I,47,520,500
R,46,560,500
K,35,600,500
L,31,640,500
B,35,680,500
C,27,720,500
Q,25,760,500
H,26,800,500
G,34,840,500
A,28,880,500
O,31,920,500
D,37,960,500
P,0,0,500
W,0,40,500
I,0,80,500
B,10,120,500
S,20,160,500
H,40,200,500
T,40,240,500
E,60,280,500
Q,20,320,500
F,50,360,500
V,20,400,500
D,30,440,500
K,30,480,500
R,60,520,500
J,50,560,500
A,70,600,500
X,20,640,500
G,50,680,500
U,40,720,500
N,50,760,500
Z,40,800,500
M,50,840,500
L,40,880,500
Y,60,920,500
C,30,960,500
A,0,0,500
H,0,40,500
J,5,80,500
S,10,120,500
C,10,160,500
K,20,200,500
V,10,240,500
R,20,280,500
X,20,320,500
M,15,360,500
G,20,400,500
T,40,440,500
Y,25,480,500
I,35,520,500
O,30,560,500
D,15,600,500
F,30,640,500
U,15,680,500
E,40,720,500
Q,20,760,500
W,15,800,500
P,10,840,500
B,30,880,500
N,45,920,500
Z,15,960,500
A,57,1840,1000
B,19,1920,1000
C,27,480,1000
D,19,960,1000
E,114,1200,1000
F,22,80,1000
G,33,1360,1000
H,82,560,1000
I,18,720,1000
J,12,800,1000
L,30,160,1000
M,69,320,1000
N,66,400,1000
O,121,240,1000
P,31,1280,1000
Q,25,640,1000
R,34,880,1000
S,38,1600,1000
T,79,1680,1000
U,2,1040,1000
V,39,1760,1000
W,30,0,1000
X,36,1120,1000
Y,19,1520,1000
Z,17,1440,1000
V,0,0,1000
S,26,80,1000
H,62,160,1000
F,35,240,1000
D,18,320,1000
O,56,400,1000
U,70,480,1000
Z,22,560,1000
C,47,640,1000
N,27,720,1000
P,12,800,1000
I,46,880,1000
K,15,960,1000
W,15,1040,1000
J,29,1120,1000
Y,19,1200,1000
T,128,1280,1000
E,82,1360,1000
L,72,1440,1000
Q,26,1520,1000
A,18,1600,1000
R,31,1680,1000
B,30,1760,1000
X,33,1840,1000
G,44,1920,1000
P,16,0,1000
M,32,80,1000
G,23,160,1000
U,13,240,1000
F,61,320,1000
Z,8,400,1000
E,43,480,1000
N,90,560,1000
B,63,640,1000
V,59,720,1000
D,84,800,1000
K,24,880,1000
A,73,960,1000
J,58,1040,1000
H,25,1120,1000
R,68,1200,1000
O,72,1280,1000
Y,68,1360,1000
Q,49,1440,1000
S,48,1520,1000
L,43,1600,1000
W,49,1680,1000
C,65,1760,1000
T,91,1840,1000
I,85,1920,1000
F,97,0,1000
X,67,80,1000
W,76,160,1000
V,64,240,1000
S,66,320,1000
G,53,400,1000
Z,47,480,1000
R,66,560,1000
E,60,640,1000
H,71,720,1000
I,50,800,1000
Q,48,880,1000
K,54,960,1000
O,60,1040,1000
P,51,1120,1000
T,98,1200,1000
D,82,1280,1000
U,76,1360,1000
A,62,1440,1000
B,62,1520,1000
L,61,1600,1000
M,56,1680,1000
N,62,1760,1000
J,47,1840,1000
Y,46,1920,1000
N,60,0,1000
J,40,80,1000
G,30,160,1000
I,20,240,1000
O,20,320,1000
L,20,400,1000
V,15,480,1000
Y,10,560,1000
T,10,640,1000
K,5,720,1000
P,5,800,1000
S,0,880,1000
M,5,960,1000
D,5,1040,1000
U,15,1120,1000
C,20,1200,1000
E,65,1280,1000
F,30,1360,1000
Z,25,1440,1000
X,15,1520,1000
R,75,1600,1000
B,60,1680,1000
A,60,1760,1000
W,30,1840,1000
H,40,1920,1000
A,35,480,1000
B,31,960,1000
C,35,1200,1000
D,34,160,1000
E,33,1360,1000
F,35,640,1000
G,33,1440,1000
H,29,80,1000
I,31,240,1000
J,34,720,1000
K,29,1040,1000
L,5,0,1000
M,3,-1,1000
N,26,800,1000
O,24,1600,1000
P,29,1840,1000
Q,31,880,1000
R,31,320,1000
S,32,1280,1000
T,7,1760,1000
U,35,560,1000
V,30,1120,1000
W,3,1520,1000
X,2,1920,1000
Y,21,400,1000
Z,32,1680,1000
O,20,0,1000
Y,10,80,1000
P,20,160,1000
Z,20,240,1000
C,20,320,1000
V,0,400,1000
K,10,480,1000
F,60,560,1000
D,20,640,1000
A,80,720,1000
N,50,800,1000
Q,20,880,1000
E,20,960,1000
R,35,1040,1000
X,20,1120,1000
H,35,1200,1000
L,35,1280,1000
B,65,1360,1000
S,25,1440,1000
U,25,1520,1000
I,30,1600,1000
T,100,1680,1000
J,45,1760,1000
G,25,1840,1000
W,45,1920,1000
C,18,0,1000
B,27,80,1000
I,62,160,1000
L,74,240,1000
W,55,320,1000
Z,45,400,1000
X,70,480,1000
T,82,560,1000
Q,24,640,1000
K,33,720,1000
O,56,800,1000
D,57,880,1000
H,66,960,1000
J,39,1040,1000
P,43,1120,1000
M,47,1200,1000
Y,35,1280,1000
S,92,1360,1000
R,64,1440,1000
N,81,1520,1000
E,68,1600,1000
G,117,1680,1000
U,80,1760,1000
A,86,1840,1000
V,53,1920,1000
F,10,0,1000
R,10,80,1000
D,60,160,1000
W,20,240,1000
P,30,320,1000
J,50,400,1000
M,30,480,1000
Y,0,560,1000
Q,0,640,1000
N,0,720,1000
C,10,800,1000
T,50,880,1000
X,10,960,1000
I,50,1040,1000
H,40,1120,1000
A,10,1200,1000
B,20,1280,1000
K,20,1360,1000
L,30,1440,1000
O,30,1520,1000
E,80,1600,1000
V,30,1680,1000
S,70,1760,1000
G,50,1840,1000
Z,10,1920,1000
M,3,0,1000
Q,7,80,1000
R,18,160,1000
U,18,240,1000
K,17,320,1000
T,14,400,1000
F,13,480,1000
Z,19,560,1000
L,5,640,1000
I,85,720,1000
V,9,800,1000
E,30,880,1000
S,35,960,1000
X,10,1040,1000
C,25,1120,1000
H,66,1200,1000
P,6,1280,1000
O,34,1360,1000
A,50,1440,1000
D,40,1520,1000
W,0,1600,1000
G,13,1680,1000
N,16,1760,1000
J,12,1840,1000
B,59,1920,1000
A,15,320,1000
B,15,880,1000
C,15,1920,1000
D,15,560,1000
E,15,1760,1000
F,15,480,1000
G,15,800,1000
H,15,240,1000
I,15,1680,1000
J,15,640,1000
L,15,1440,1000
M,15,1360,1000
N,15,1200,1000
O,10,0,1000
P,15,400,1000
Q,15,80,1000
R,15,720,1000
S,15,1520,1000
T,15,1600,1000
U,15,1040,1000
V,15,1120,1000
W,15,160,1000
X,15,1840,1000
Y,15,960,1000
Z,15,1280,1000
A,10,0,1000
K,22,80,1000
G,14,160,1000
I,26,240,1000
U,42,320,1000
C,23,400,1000
F,22,480,1000
Q,27,560,1000
W,26,640,1000
Z,18,720,1000
O,64,800,1000
S,76,880,1000
L,35,960,1000
X,23,1040,1000
V,20,1120,1000
M,38,1200,1000
Y,31,1280,1000
P,21,1360,1000
N,27,1440,1000
R,44,1520,1000
E,73,1600,1000
B,31,1680,1000
H,43,1760,1000
J,17,1840,1000
D,27,1920,1000
A,28,1360,1000
C,30,960,1000
D,33,720,1000
E,25,400,1000
F,29,1680,1000
G,31,640,1000
H,24,160,1000
I,27,880,1000
J,31,800,1000
K,28,1600,1000
L,29,1840,1000
M,30,1520,1000
N,28,1040,1000
O,5,0,1000
P,25,1760,1000
Q,28,480,1000
R,25,1120,1000
S,34,1280,1000
T,9,1920,1000
U,29,560,1000
V,27,1200,1000
W,12,240,1000
X,19,80,1000
Y,22,320,1000
Z,23,1440,1000
F,4,0,1000
I,20,80,1000
C,32,160,1000
M,20,240,1000
P,42,320,1000
D,30,400,1000
E,44,480,1000
Z,43,560,1000
H,58,640,1000
Y,52,720,1000
G,75,800,1000
R,71,880,1000
B,59,960,1000
K,38,1040,1000
Q,27,1120,1000
A,15,1200,1000
S,36,1280,1000
U,14,1360,1000
V,34,1440,1000
X,26,1520,1000
L,44,1600,1000
N,51,1680,1000
O,30,1760,1000
J,26,1840,1000
T,93,1920,1000
W,1,0,1000
Z,10,80,1000
S,60,160,1000
L,34,240,1000
A,17,320,1000
J,58,400,1000
I,47,480,1000
F,52,560,1000
V,13,640,1000
N,76,720,1000
B,28,800,1000
Y,23,880,1000
H,49,960,1000
X,39,1040,1000
M,10,1120,1000
T,61,1200,1000
C,71,1280,1000
O,73,1360,1000
Q,33,1440,1000
E,49,1520,1000
R,64,1600,1000
K,32,1680,1000
D,45,1760,1000
G,65,1840,1000
U,21,1920,1000
Z,80,0,1000
Q,50,80,1000
N,64,160,1000
D,38,240,1000
Y,45,320,1000
L,87,400,1000
X,37,480,1000
M,38,560,1000
I,45,640,1000
W,45,720,1000
B,32,800,1000
U,56,880,1000
J,47,960,1000
A,78,1040,1000
V,46,1120,1000
K,64,1200,1000
T,96,1280,1000
F,76,1360,1000
C,55,1440,1000
S,93,1520,1000
H,54,1600,1000
O,72,1680,1000
G,97,1760,1000
R,79,1840,1000
P,85,1920,1000
A,65,560,1000
B,37,1680,1000
C,12,400,1000
D,19,1440,1000
E,67,480,1000
F,22,320,1000
G,11,1040,1000
H,43,880,1000
I,53,160,1000
J,36,1760,1000
K,28,1120,1000
L,22,80,1000
M,26,1200,1000
N,36,1840,1000
O,78,1280,1000
P,35,240,1000
Q,11,1360,1000
R,46,1600,1000
S,33,800,1000
T,62,1520,1000
U,29,720,1000
W,31,960,1000
X,37,640,1000
Y,43,0,1000
Z,32,1920,1000
F,20,0,1000
G,20,80,1000
I,20,160,1000
K,20,240,1000
U,20,320,1000
W,20,400,1000
O,20,480,1000
S,20,560,1000
Q,20,640,1000
J,20,720,1000
C,20,800,1000
N,20,880,1000
B,20,960,1000
R,20,1040,1000
X,20,1120,1000
H,20,1200,1000
L,20,1280,1000
D,20,1360,1000
E,20,1440,1000
T,20,1520,1000
Y,20,1600,1000
P,20,1680,1000
A,20,1760,1000
Z,20,1840,1000
M,20,1920,1000
F,24,0,1000
O,20,80,1000
I,56,160,1000
W,26,240,1000
L,23,320,1000
A,50,400,1000
V,23,480,1000
U,26,560,1000
N,56,640,1000
Z,14,720,1000
T,95,800,1000
H,60,880,1000
J,23,960,1000
Q,8,1040,1000
Y,50,1120,1000
K,41,1200,1000
C,23,1280,1000
E,77,1360,1000
G,65,1440,1000
X,50,1520,1000
R,59,1600,1000
M,65,1680,1000
P,47,1760,1000
S,62,1840,1000
D,38,1920,1000
X,9,0,1000
H,18,80,1000
F,53,160,1000
W,34,240,1000
O,10,320,1000
A,5,400,1000
I,57,480,1000
M,34,560,1000
J,52,640,1000
B,7,720,1000
V,8,800,1000
G,28,880,1000
E,28,960,1000
D,118,1040,1000
K,49,1120,1000
R,38,1200,1000
P,56,1280,1000
L,70,1360,1000
Q,39,1440,1000
Y,30,1520,1000
S,112,1600,1000
U,59,1680,1000
Z,31,1760,1000
C,49,1840,1000
N,134,1920,1000
V,1,0,1000
W,38,80,1000
R,47,160,1000
O,38,240,1000
Q,29,320,1000
U,23,400,1000
M,21,480,1000
Z,14,560,1000
F,17,640,1000
N,65,720,1000
G,38,800,1000
E,95,880,1000
I,65,960,1000
H,230,1040,1000
P,32,1120,1000
A,62,1200,1000
J,74,1280,1000
L,74,1360,1000
T,89,1440,1000
D,104,1520,1000
Y,20,1600,1000
S,80,1680,1000
C,35,1760,1000
K,74,1840,1000
B,71,1920,1000
T,45,0,1000
F,20,80,1000
R,51,160,1000
P,45,240,1000
A,75,320,1000
W,40,400,1000
C,20,480,1000
G,25,560,1000
J,30,640,1000
H,40,720,1000
L,95,800,1000
U,45,880,1000
B,45,960,1000
V,30,1040,1000
N,50,1120,1000
D,45,1200,1000
Z,35,1280,1000
Y,70,1360,1000
E,45,1440,1000
I,95,1520,1000
M,60,1600,1000
Q,15,1680,1000
X,40,1760,1000
K,50,1840,1000
O,35,1920,1000
E,38,0,1000
W,20,80,1000
F,36,160,1000
A,78,240,1000
O,56,320,1000
I,60,400,1000
N,70,480,1000
B,24,560,1000
R,36,640,1000
Q,20,720,1000
M,30,800,1000
D,40,880,1000
P,46,960,1000
G,26,1040,1000
K,54,1120,1000
L,92,1200,1000
Y,56,1280,1000
U,24,1360,1000
Z,20,1440,1000
C,44,1520,1000
J,45,1600,1000
S,75,1680,1000
V,36,1760,1000
T,114,1840,1000
H,88,1920,1000
A,10,0,1000
K,24,80,1000
M,16,160,1000
L,30,240,1000
N,30,320,1000
O,3,400,1000
T,124,480,1000
W,46,560,1000
R,123,640,1000
F,24,720,1000
Y,69,800,1000
D,53,880,1000
C,34,960,1000
P,65,1040,1000
B,54,1120,1000
S,63,1200,1000
G,48,1280,1000
U,50,1360,1000
I,94,1440,1000
Z,46,1520,1000
V,49,1600,1000
X,36,1680,1000
E,52,1760,1000
J,48,1840,1000
H,62,1920,1000
Q,8,0,1000
R,42,80,1000
K,62,160,1000
E,50,240,1000
F,99,320,1000
N,128,400,1000
I,35,480,1000
P,39,560,1000
C,36,640,1000
X,47,720,1000
Y,59,800,1000
V,46,880,1000
A,62,960,1000
W,62,1040,1000
H,75,1120,1000
G,48,1200,1000
O,62,1280,1000
M,94,1360,1000
Z,37,1440,1000
D,147,1520,1000
U,92,1600,1000
B,87,1680,1000
L,91,1760,1000
J,91,1840,1000
T,160,1920,1000
K,19,0,1000
B,3,80,1000
G,47,160,1000
U,11,240,1000
V,15,320,1000
A,29,400,1000
Q,11,480,1000
R,17,560,1000
W,27,640,1000
H,36,720,1000
S,9,800,1000
M,25,880,1000
O,25,960,1000
D,32,1040,1000
X,38,1120,1000
I,50,1200,1000
J,64,1280,1000
Z,17,1360,1000
L,35,1440,1000
C,25,1520,1000
T,47,1600,1000
P,52,1680,1000
N,46,1760,1000
F,41,1840,1000
E,47,1920,1000
B,13,0,1000
D,29,80,1000
O,74,160,1000
J,22,240,1000
L,35,320,1000
S,44,400,1000
A,25,480,1000
V,25,560,1000
P,33,640,1000
Y,21,720,1000
F,77,800,1000
K,74,880,1000
H,70,960,1000
N,79,1040,1000
C,82,1120,1000
Q,30,1200,1000
R,81,1280,1000
M,51,1360,1000
U,57,1440,1000
X,40,1520,1000
I,79,1600,1000
W,51,1680,1000
G,32,1760,1000
E,51,1840,1000
Z,18,1920,1000
S,44,0,1000
T,32,80,1000
J,38,160,1000
H,35,240,1000
W,7,320,1000
O,91,400,1000
A,68,480,1000
K,49,560,1000
M,40,640,1000
Q,54,720,1000
G,71,800,1000
C,58,880,1000
L,48,960,1000
Z,36,1040,1000
R,71,1120,1000
F,35,1200,1000
D,101,1280,1000
Y,44,1360,1000
P,53,1440,1000
U,62,1520,1000
V,39,1600,1000
N,74,1680,1000
E,39,1760,1000
B,46,1840,1000
X,26,1920,1000
W,11,0,1000
N,25,80,1000
B,49,160,1000
Q,4,240,1000
X,21,320,1000
D,72,400,1000
R,24,480,1000
J,42,560,1000
H,31,640,1000
T,53,720,1000
V,13,800,1000
A,32,880,1000
P,27,960,1000
E,43,1040,1000
Z,7,1120,1000
Y,18,1200,1000
L,124,1280,1000
G,56,1360,1000
I,104,1440,1000
U,56,1520,1000
C,18,1600,1000
M,50,1680,1000
O,41,1760,1000
K,33,1840,1000
F,33,1920,1000
Z,40,0,1000
D,32,80,1000
T,48,160,1000
K,24,240,1000
L,30,320,1000
X,32,400,1000
F,28,480,1000
W,20,560,1000
S,38,640,1000
B,48,720,1000
O,38,800,1000
M,32,880,1000
Q,32,960,1000
H,44,1040,1000
U,32,1120,1000
P,20,1200,1000
E,38,1280,1000
I,50,1360,1000
G,38,1440,1000
R,44,1520,1000
A,38,1600,1000
C,44,1680,1000
N,56,1760,1000
Y,46,1840,1000
V,38,1920,1000
A,21,0,1000
E,20,80,1000
M,33,160,1000
T,27,240,1000
C,4,320,1000
Y,11,400,1000
F,27,480,1000
Z,9,560,1000
D,26,640,1000
V,42,720,1000
G,56,800,1000
R,53,880,1000
P,61,960,1000
I,69,1040,1000
S,58,1120,1000
Q,14,1200,1000
X,62,1280,1000
N,52,1360,1000
O,13,1440,1000
K,53,1520,1000
L,60,1600,1000
H,55,1680,1000
J,23,1760,1000
W,55,1840,1000
U,53,1920,1000
T,0,0,1000
K,30,80,1000
B,30,160,1000
C,50,240,1000
Z,0,320,1000
Y,30,400,1000
O,70,480,1000
M,70,560,1000
E,20,640,1000
G,70,720,1000
N,50,800,1000
F,60,880,1000
X,20,960,1000
D,50,1040,1000
A,30,1120,1000
R,30,1200,1000
H,30,1280,1000
I,30,1360,1000
U,40,1440,1000
P,30,1520,1000
V,20,1600,1000
J,50,1680,1000
L,40,1760,1000
S,30,1840,1000
W,40,1920,1000
C,67,0,1000
Q,24,80,1000
D,47,160,1000
H,46,240,1000
P,83,320,1000
I,92,400,1000
Z,36,480,1000
S,79,560,1000
O,58,640,1000
L,69,720,1000
Y,71,800,1000
W,70,880,1000
J,61,960,1000
T,88,1040,1000
N,72,1120,1000
A,51,1200,1000
U,52,1280,1000
X,46,1360,1000
F,48,1440,1000
K,58,1520,1000
V,52,1600,1000
R,73,1680,1000
E,80,1760,1000
B,63,1840,1000
M,64,1920,1000
U,27,0,1000
T,35,80,1000
N,45,160,1000
V,33,240,1000
Y,41,320,1000
L,24,400,1000
Q,9,480,1000
X,16,560,1000
S,36,640,1000
W,28,720,1000
G,35,800,1000
A,65,880,1000
R,24,960,1000
C,13,1040,1000
I,44,1120,1000
K,22,1200,1000
J,14,1280,1000
D,27,1360,1000
O,42,1440,1000
B,35,1520,1000
F,38,1600,1000
E,46,1680,1000
H,52,1760,1000
M,36,1840,1000
P,42,1920,1000
U,58,0,1000
T,107,80,1000
K,50,160,1000
P,43,240,1000
D,60,320,1000
F,12,400,1000
W,108,480,1000
G,64,560,1000
O,51,640,1000
R,75,720,1000
J,36,800,1000
X,29,880,1000
S,96,960,1000
N,83,1040,1000
C,53,1120,1000
H,71,1200,1000
L,34,1280,1000
E,101,1360,1000
Y,64,1440,1000
A,55,1520,1000
B,85,1600,1000
I,71,1680,1000
V,59,1760,1000
Z,48,1840,1000
Q,55,1920,1000
A,30,0,1000
Q,20,80,1000
K,30,160,1000
B,30,240,1000
X,30,320,1000
N,65,400,1000
I,90,480,1000
C,70,560,1000
E,65,640,1000
D,45,720,1000
Z,30,800,1000
H,55,880,1000
M,30,960,1000
Y,65,1040,1000
G,90,1120,1000
P,45,1200,1000
T,60,1280,1000
V,55,1360,1000
W,105,1440,1000
U,50,1520,1000
R,115,1600,1000
O,75,1680,1000
L,95,1760,1000
S,140,1840,1000
F,55,1920,1000
M,24,0,1000
I,24,80,1000
Z,24,160,1000
W,24,240,1000
B,24,320,1000
H,24,400,1000
C,24,480,1000
Y,14,560,1000
T,88,640,1000
U,32,720,1000
A,16,800,1000
R,56,880,1000
E,38,960,1000
J,17,1040,1000
F,38,1120,1000
D,74,1200,1000
N,70,1280,1000
K,20,1360,1000
S,86,1440,1000
V,26,1520,1000
Q,62,1600,1000
G,146,1680,1000
P,74,1760,1000
O,92,1840,1000
X,48,1920,1000
O,12,0,1000
F,18,80,1000
E,23,160,1000
C,20,240,1000
M,7,320,1000
W,20,400,1000
R,9,480,1000
A,14,560,1000
J,25,640,1000
N,51,720,1000
V,43,800,1000
S,61,880,1000
D,28,960,1000
L,28,1040,1000
U,19,1120,1000
X,25,1200,1000
Q,22,1280,1000
Z,38,1360,1000
P,41,1440,1000
H,66,1520,1000
T,90,1600,1000
I,102,1680,1000
K,53,1760,1000
G,36,1840,1000
B,37,1920,1000
I,4,0,1000
O,69,80,1000
X,40,160,1000
L,82,240,1000
K,48,320,1000
E,50,400,1000
G,91,480,1000
P,35,560,1000
B,57,640,1000
Y,21,720,1000
Z,31,800,1000
C,46,880,1000
Q,45,960,1000
V,47,1040,1000
H,58,1120,1000
U,49,1200,1000
F,52,1280,1000
M,53,1360,1000
W,47,1440,1000
S,36,1520,1000
A,46,1600,1000
T,56,1680,1000
J,39,1760,1000
R,35,1840,1000
N,61,1920,1000
H,16,0,1000
P,80,80,1000
Q,20,160,1000
L,35,240,1000
K,25,320,1000
Z,28,400,1000
S,80,480,1000
E,98,560,1000
F,87,640,1000
T,275,720,1000
G,80,800,1000
C,59,880,1000
W,155,960,1000
R,125,1040,1000
V,81,1120,1000
I,133,1200,1000
N,120,1280,1000
Y,65,1360,1000
A,40,1440,1000
D,74,1520,1000
X,20,1600,1000
O,65,1680,1000
B,60,1760,1000
J,38,1840,1000
U,56,1920,1000
O,12,0,1000
G,20,80,1000
F,22,160,1000
K,21,240,1000
C,31,320,1000
W,76,400,1000
Q,15,480,1000
E,30,560,1000
V,46,640,1000
M,49,720,1000
U,49,800,1000
H,57,880,1000
R,78,960,1000
J,61,1040,1000
N,77,1120,1000
P,40,1200,1000
Z,50,1280,1000
S,56,1360,1000
L,57,1440,1000
Y,74,1520,1000
X,30,1600,1000
I,42,1680,1000
B,52,1760,1000
D,44,1840,1000
A,53,1920,1000
A,30,880,1000
B,3,560,1000
C,33,1920,1000
D,36,800,1000
